"17","20160224","","5","0","0","on February 24, 2016","A1MLN21Y36MWJ3","Five Stars","My daughter got this book for Christmas. She loves it."
"18","20160223","","5","0","0","on February 23, 2016","A1F5XDJD0JUQTQ","Five Stars","Excellent book"
"19","20160223","","5","0","0","on February 23, 2016","A3P6BQ5VGVR3F4","Five Stars","Granddaughter loved it"
"20","20141222","","5","0","0","on December 22, 2014","AAI7EH3CQFUU5","Inspires creativity and a child's imagination","This is a wonderful tactile book for young readers, 6 mos and up. Our son is gradually getting into more complex books but he loved this one until he was around 2 yrs old. This is actually the first book he started reading out loud. He loved naming all the food items and sticking his finger into the holes and seeing the caterpillar turn into the colorful butterfly. The art inspires creativity and imagination. Definitely recommend for any child as their first book!"
"21","20141222","","5","0","0","on December 22, 2014","A1LRED5MXYMS6E","Five Stars","Love reading this to my daughter.<br />It was my very first book growing up too."
"22","20141222","","4","0","0","on December 22, 2014","A1FH6LY60TQ1OW","Four Stars","Classic."
"23","20141221","","5","0","0","on December 21, 2014","A1SY6UX4ZIB8JZ","Five Stars","Perfect condition."
"24","20141220","","5","0","0","on December 20, 2014","A20JAP51TRNBF","Five Stars","I love that this book is in board form so that kids of all ages can enjoy this classic!"
"25","20141220","","4","0","0","on December 20, 2014","A32HJL62OPKGZP","Toddler Classic","My one year old is just now warming up to this book but it is becoming a favorite. He really likes how the pages themselves are varying lengths and they all have a hole through them as the hungry caterpillar makes him way to the end. You can't go wrong with an Eric Carle classic."
"26","20141219","","5","0","0","on December 19, 2014","A3KO0Q5V6GWZ3","Perfect for travel!","I purchased this mini book for my toddler son. He loves it, as do I.  It's the perfect size to toss into my purse to take with us when I know we will be sitting and waiting somewhere.  Simply adorable!"
"27","20141218","","5","0","0","on December 18, 2014","A1NT7HG2I7VYBC","Five Stars","Always a favorite!"
"28","20141216","","5","0","0","on December 16, 2014","ACDCZM6CD9G6H","Five Stars","Mandatory for baby"
"29","20141216","","5","0","0","on December 16, 2014","A5IYVM6CRQ01W","Five Stars","this is a great gift idea. still one of my son's favorite books."
"30","20141216","","5","0","0","on December 16, 2014","A3VY0V9V2PT5TE","Five Stars","One of our favorite books."
"31","20141215","","5","0","0","on December 15, 2014","A2VJNX0QXGBE35","LOVE!","I love this book! The illustrations are so cute and the story line is easy to follow, even for a young child. There is plenty of repetition, which is important, especially for the little ones, and teaches so many layers. I love how it teaches numbers and days of the week in a fun and creative way. This book is definitely going to be in my personal library for a long time!"
"32","20141215","","5","0","0","on December 15, 2014","A1H554QLO44044","great buy","Very much the book I remember from when I was a kid. Perfect gift for my 3 year old. Very much recommended."
"33","20141215","","5","0","0","on December 15, 2014","A3544YOOGZNSPD","sturdy book with holes to put curious fingers","A well-illustrated, sturdy book with holes to put curious fingers!"
"34","20141215","","5","0","0","on December 15, 2014","A1D18Q874SR46K","not as big as the library version","My kids LOVE this book. A bit smaller than expected but still large enough to read and enjoy."
"35","20141214","","5","0","0","on December 14, 2014","AI7H78RX6MR50","Five Stars","My son's favorite book small and durable enough for little hands, with the same great story and colorful characters"
"36","20141214","","3","0","0","on December 14, 2014","A20I85AHPSCQ12","Three Stars","Much smaller than expected."
"37","20141214","","5","0","0","on December 14, 2014","A3O2X8NNO6PRS4","Five Stars","Great book"
"38","20141214","","5","0","0","on December 14, 2014","ATUM0LZSVL6LR","Five Stars","Always a winner!"
"39","20141213","","2","0","0","on December 13, 2014","A127S6E3E4BY4A","I was disappointed with the book because it is a much shorter ...","Arrived late. I was disappointed with the book because it is a much shorter version than the book I remembered."
"40","20160223","","5","0","0","on February 23, 2016","A3O7JGYJFCSKFQ","Five Stars","It's perfect. The price is great"
"41","20160222","","5","0","0","on February 22, 2016","A2LYHDPU0IIZNY","Five Stars","this is a very small book. decide to save it for a baby shower."
"42","20160222","","5","0","0","on February 22, 2016","A2X23QO8OM3B00","Five Stars","Love this book."
"43","20160221","","5","0","0","on February 21, 2016","A3PGFD8XUNKZGS","Baby shower gift","Cute little book!"
"44","20160221","","5","0","0","on February 21, 2016","A39U768IZ9IPPN","How much would a person eat, if he ate the equivalent of the Very Hungry Caterpillar?","How much would a person eat, (a dad like me, a 'Daderpiller' perhaps)  if he ate the equivalent of the Very Hungry Caterpillar? A  seemingly simple thought that occurred to me while reading a bedtime story to my two year old son . It resulted in two 3+ hour sessions, late into the night, adopting and abandoning multiple trains of logic/methodologies.  It required re-learning high school mathematics and analyzing the two dimensional pages of a great children’s book to assess the  three dimensional volume of illustrated food.<br /><br />Read and enjoy the below, because I am never getting that six 6 hours of my life back.<br /><br />Plus, my son's picture of Eric Carle's wonderful creation!<br /><br />Methodology: Assuming our caterpillar eats approximately his own body’s circumference through the items’ width/thickness (a simple caterpillar-sized tunnel through the food), I used pi and math to determine volumes of the foods and the size and volume of an average man and likely caterpillar.  I reviewed the size, shape, of each food item in the book as well as the location and angle from which the caterpillar purportedly burrowed.<br /><br />Result: The Very Hungry Daderpillar would eat (conservatively) 700 apples,1100 pears, 2100 plums, 3500 strawberries, 3600 oranges, 500 pieces of chocolate cake, 1300 ice cream cones, 1100 pickles, 3000 slices of swiss cheese, 6000 slices of salami, 6000 lollipops, 1400 slices of cherry pie, 1100 sausages, 700 cupcakes, 1000 slices of watermelon.<br /><br />More data here: [...]"
"45","20160220","","5","0","0","on February 20, 2016","A1QXG6Y2WQ6L4X","Five Stars","another book for my great-niece...it was one of my childhood favorites"
"46","20160220","","5","0","0","on February 20, 2016","AHDH2ORKNM0WP","Loved it!","Wonderful. Excellent.  Get it."
"47","20160219","","5","0","0","on February 19, 2016","A11YY6AWLKOL01","Five Stars","My toddlers love this book! Very educational and fun!"
"48","20160219","","5","0","0","on February 19, 2016","AL6SP73TN47WM","Great classic childhood story!","I love this story, my two year old loves the pages where the caterpillar eats through all the food, and understands what a cocoon is because of this book. A great classic childhood story!"
"49","20160219","","5","0","0","on February 19, 2016","A3CFP9V00JZ634","Five Stars","baby shower gift"
"50","20141016","","5","0","0","on October 16, 2014","AKI13A3WS8WBF","Tiny, but good!","I love this story, and how it teaches children to count, and the fact that it is tiny is wonderful cause you can shove it in the diaper bag and go! It is like the size of an index card. Perfect!"
"51","20141016","","5","0","0","on October 16, 2014","A1B2BT6G3P47N5","Five Stars","bought it for my nephew...<br />too young to rate it but i'm sure he likes it..."
"52","20141016","","3","0","0","on October 16, 2014","AAVIPR3QCNOPC","Tiny, tiny, tiny..","TIny... tiny... it tricked me in its marketing.  Content was fine but don't be fooled."
"53","20141016","","5","0","0","on October 16, 2014","A3TOF4BXXGPLW3","They love it!","Eric Carle is a master of children's books. This one held the kids attention for quite a while. They love it!!  Definitely a &#34;Keeper!!&#34;"
"54","20141016","","5","0","0","on October 16, 2014","A18GUO56WLW58X","Five Stars","Fun story & can lead into the &#34;life cycle&#34; of a Monarch Butterfly."
"55","20141016","","5","0","0","on October 16, 2014","A1GZJGQSN3OX61","My 3yr old loves it!","Well, it is written by Eric Carle - what else can I say? My 3yr old loves it!"
"56","20141014","","1","0","0","on October 14, 2014","A1NH0EKZWCIA4O","Was very disappointed when I opened my package and found a miniature ...","Was very disappointed when I opened my package and found a miniature book. I do not recall it specifying &#34;miniature&#34; while ordering.  If I had seen that, I would not have ordered it.  I thought I was ordering a regular sized book."
"57","20141013","","3","0","0","on October 13, 2014","A1Q4SIXF8O9JME","We love this book and I try to recycle by buying ...","We love this book and I try to recycle by buying used but the description misled us a bit as it was to be in good used condition but a page in the book is nearly gone...luckily my daughter knows this story by heart."
"58","20141013","","1","0","0","on October 13, 2014","A3F60BHJ8ADDC3","One Star","It was too small...."
"59","20141013","","5","0","0","on October 13, 2014","AWTE9VIISA68B","A classic!","I love this book!! Its a classic!!"
"60","20141013","","5","0","0","on October 13, 2014","AQOLJW7JYBO8J","Five Stars","So sweet. Perfect baby shower gift."
"61","20141013","","5","0","0","on October 13, 2014","APF5P05K7S2I0","Five Stars","A Classic! AAA+++"
"62","20141013","","5","0","0","on October 13, 2014","A305Z2GZHLCC6R","great","wonderful book. My whole family enjoys reading it over and over again."
"63","20141013","","5","0","0","on October 13, 2014","A24G2SVQUUNWQF","Kids enjoy reading","This is a fun little book that my kids reading over and over."
"64","20141012","","5","0","0","on October 12, 2014","A1RP4AW7P1XY18","Very durable!","All time favorite book has seen hours of use and still looks new!  Grandbabies love it!"
"65","20141011","","5","0","0","on October 11, 2014","AFY2TFZL2YG6C","Great classic. My one year old grandchild loves the ...","Great classic. My one year old grandchild loves the colorful pictures and the beautiful rhythm of the story when I read it to her."
"66","20141010","","5","0","0","on October 10, 2014","A3AQEJBVF0VJJZ","Five Stars","I love this book, I got it fast from the shipper and it was in great condition. Very happy!"
"67","20141010","","2","0","0","on October 10, 2014","A206R0TIPW9AGQ","Too Small","I love this story, but no where in the title did it say miniature.  I needed a normal size book to read to kindergartners I've never had to read the fine print and dimensions to tell what size a book is.  So as much as I love the story I am disapointed on its size.  Next time I will read all the fine print to avoid the loss of money and time."
"68","20141010","","5","0","0","on October 10, 2014","A2KY208V9ROSKY","Five Stars","Classic"
"69","20141009","","5","0","0","on October 9, 2014","A2KG7I6U0U13YN","Five Stars","Love this book. Thank you for such a wonderful transaction."
"70","20140926","","5","0","0","on September 26, 2014","A3U2EZX5SV5KJ5","Five Stars","My 9 months old simply love this book.. Its a great book and very interactive!!"
"71","20140925","","2","0","0","on September 25, 2014","AEYZ5LME5WKC2","Check thes size before buying!","Way small.  I guess I did not read the dimensions.  I was expecting the big book I read to my kids."
"72","20140925","","4","0","0","on September 25, 2014","A3CULYHMQH9AZT","... had to read three children's books and pick our favorite. It's no doubt that The Very Hungry Caterpillar ...","For our creative writing class we had to read three children's books and pick our favorite. It's no doubt that The Very Hungry Caterpillar by Eric Carle is the best one. We like this book because it's more of a learning book then a lesson book. The Very Hungry Caterpillar helps kids learn the days of the week and how to count. It also teaches how caterpillars are supposed to eat leaves and how they become butterflies.<br />This book has 17 pages with little writing on each page witch makes it easy for kids to read. There is really no age group for this book, they have great points for little kids and younger youth. The book contains ascending pages that are also colorful that grab the kid's attention. Over all the The Very Hungry Caterpillar is a great book for younger readers."
"73","20140924","","5","0","0","on September 24, 2014","A2WUVCI4R7PPTQ","Firm favorite at daycare","This has been a favorite at daycare for many many years. It is a classic  with great pictures, interactive pages and a strong moral tale. Now my grandsons love it too."
"74","20140924","","5","0","0","on September 24, 2014","A1XYUHHH979EQW","A classic","Bought this for a friend."
"75","20140923","","5","0","0","on September 23, 2014","AY3CGDNIQO6AZ","her favorite book!","My daughter loves it, her favorite book!"
"76","20140923","","5","0","0","on September 23, 2014","ARXQXT6FKXIBC","Five Stars","A good book to learn colors & numbers."
"77","20140923","","5","0","0","on September 23, 2014","A1SFE30EZR48HE","Five Stars","Great first book as a baby gift. A must have"
"78","20140922","","5","0","0","on September 22, 2014","A11VG67O2COFUZ","Great classic! Love the hardback","Great classic!  Love the hardback, very durable and shipped very fast!"
"79","20140921","","1","0","0","on September 21, 2014","A2IO5ZXQP5AKKM","Mini version is poor quality, and the words are too small","Mini version is poor quality, and the words are too small. Not worth buying but I do recommend the bigger versions of the book"
"80","20160219","","5","0","0","on February 19, 2016","A6601ZOLLESVY","great book for pre-school to kindergarten age children!","this is such a FUN book! One of my child hood favorites. Eric Carle books are so fun for kids and even as adults they are still fun! I purchased this for my 6 year old. he loves it!"
"81","20160219","","5","0","0","on February 19, 2016","A3TL5IT0DOVTT8","Five Stars","Love this book"
"82","20160218","","5","0","0","on February 18, 2016","A17Q7VPRXJ7QXH","Five Stars","My kids favorite book for the past 2 years."
"83","20160218","","5","0","0","on February 18, 2016","A3GVSIBBNAQBYG","Five Stars","Super cute classic book."
"84","20160218","","5","0","0","on February 18, 2016","A3AZ57DIPI0ESN","Awesome book! Fun to read and great story line","Awesome book! Fun to read and great story line. My daughter loved it and we ended up seeing the show in Broadway which was an awesome experience for all!!"
"85","20160217","","5","0","0","on February 17, 2016","A2TH0VQ7X9QADH","Five Stars","Great! Thank you."
"86","20160217","","5","0","0","on February 17, 2016","APS6Q1J8BBZSH","Recipient loved it.","Classic kids book.  Recipient loved it."
"87","20160215","","5","0","0","on February 15, 2016","A109SV0AEPZPVZ","Five Stars","Great classic! All babies need this book in their library!"
"88","20160215","","3","0","0","on February 15, 2016","A26MPNOO1XJU1X","If you don't want to spend more money but the shower's got a "Help Build Baby's Library" scheme, errr portion","If you're attending a baby shower that has a &#34;contribution&#34; feature (i.e. &#34;Help Build Baby's Library&#34;) and you don't want to spend MORE money than you already have on the baby shower, then this item is a great choice. It is a popular book by a well-known children's book author and it is priced very well. Just be aware of its dimension because it definitely is, as its product name states, a miniature edition."
"89","20160214","","5","0","0","on February 14, 2016","A1J150I0PUGSVK","A must buy.","This is the cutest book! My 3 boys love it and want to read it every night."
"90","20140915","","4","0","0","on September 15, 2014","A1HYTB7O0TUS0E","Cute, TINY book","Yeah.. so.. I purchased this book without properly reading the description. It's a miniature edition. Which is fine. I just wouldn't have purchased had I read that.<br />Cute, TINY version of the book."
"91","20140913","","1","0","0","on September 13, 2014","A2C8083YR43OYW","One Star","Not nearly as an impactful book during childhood or otherwise."
"92","20140913","","5","0","0","on September 13, 2014","A17WBO51FR62NJ","I love this book","I love this book. I brought it for the kids I nanny for. They love it! Such a good classic story for kids."
"93","20140913","","5","0","0","on September 13, 2014","A3KFWM9ATXGQFX","Five Stars","Classic!"
"94","20140912","","5","0","0","on September 12, 2014","A2HQ43HSL2RT8","Perfect party favor!","My daughter and I love the Hungry Little Caterpillar so we made it her birthday party theme. I got 8 of these little books for the grab bags for the kids and they are perfect!! They are tiny enough to fit in the goodie bags but not too tiny for the little kids to read. So cute. Love them!"
"95","20140912","","5","0","0","on September 12, 2014","A18X9CG1ZBV5PF","my three year old grandson and I found a caterpillar ...","my three year old grandson and I found a caterpillar crawling in the grass at the park.  He had never seen one and was afraid of it at first.  I purchased the book for him and it really helped to explain the changes the caterpillar goes through.  He was intrigued by it."
"96","20140912","","2","0","0","on September 12, 2014","A2VH8AQYE12GOS","Dishonest Quality","The quality of this book was not what I would consider brand new. It looked slightly worn and had a black magic marker stripe going across the entire length of the pages, parallel to the spine. Vendor should have been more forthcoming in its description. I will not be buying from Good For Readers in the future."
"97","20140911","","5","0","0","on September 11, 2014","A14OI5SSJBVAF5","liked","yes liked"
"98","20140911","","5","0","0","on September 11, 2014","A1RBXRA7IPTSZ0","Love the book","Exactly what it says! Love the book!"
"99","20140911","","5","0","0","on September 11, 2014","A1V32ZJSX0DIEZ","Five Stars","Great book!"
"100","20140911","","5","0","0","on September 11, 2014","AUJ8POZWRDMUO","Classic Standing the Test of Time","Still as amazing as ever. Get the board book version!"
"101","20140908","","5","0","0","on September 8, 2014","A1M24O5PI44X33","Five Stars","Just what I wanted....."
"102","20140908","","5","0","0","on September 8, 2014","AESA2FR47S1S9","My 5yr old loved it. Worth the price","Book was very cute. My 5yr old loved it. Worth the price."
"103","20140908","","5","0","0","on September 8, 2014","A1XHDQ6O5SSSV5","Fun earky reading book","Cute book and a fun way for little ones to learn their numbers while learning to read."
"104","20140907","","5","0","0","on September 7, 2014","AJKQFUC2MNRJK","Five Stars","Book was in excellent condition and my granddaughter loves it!"
"105","20140907","","4","0","0","on September 7, 2014","A2Y4CWNSZYGQ1U","Eric Carle Classic","I bought this book when my 9 month old was only a couple of months old. He just started liking this book about 1 month ago. He loves this book now.....and puts his fingers in the holes."
"106","20140904","","5","0","0","on September 4, 2014","A3IHGIYCVIXII1","The book is in good quality.","My little boy loves Daddy reading this book to him.  The book is in good quality."
"107","20140903","","5","0","0","on September 3, 2014","A66IXLH6DJMFJ","Great children's story","I loved this book as a child and now have little nieces and nephews who love it too! This is a must-have for every kid."
"108","20140902","","3","0","0","on September 2, 2014","A265G28SFGXE6V","Classic & simple","What can I say, it's a classic"
"109","20140902","","5","0","0","on September 2, 2014","ANC485M8W7QGT","Five Stars","Love it"
"110","20140902","","5","0","0","on September 2, 2014","A3EHW6DPEYDUYC","Was a little bent when we got it but still a great book.","Book is cute. Was a little bent when we got it but still a great book."
"111","20140902","","2","0","0","on September 2, 2014","A17RXS3YST1RMK","Simple...","It has some weird pages in it that I don't think are necessary...like advertisements?<br />Its a very simplistic book and my 2yr old god bored with it right away."
"112","20140830","","3","0","0","on August 30, 2014","A2SVF362MG503H","Miniature....","Miniature is right!! It's like the size of your hand, wasn't expecting that miniature. But I guess it's alright to keep in the diaper bag"
"113","20140830","","5","0","0","on August 30, 2014","A1F79VEJ4L1FS3","Perfect for small hands","Perfect for small hands. The size of the book is not like a regular size book it's actually smaller."
"114","20140829","","5","0","0","on August 29, 2014","A1QVLYQFJ8K0G8","Nice!","Good condition!  Thanks!"
"115","20140826","","1","0","0","on August 26, 2014","AJMJ6N7M03JX4","Not good","1 page was ripped out so the story couldn't be completely read."
"116","20140825","","5","0","0","on August 25, 2014","AOV3DHUDUHUI7","Passed on one of my childhood favorite to my grandson","Passed  on one of my childhood favorite to my grandson!"
"117","20140825","","5","0","0","on August 25, 2014","A4JFBBFU6VBQW","Five Stars","Wonderful book for the young child."
"118","20140825","","5","0","0","on August 25, 2014","A1ZEYGDOLUZ27F","Five Stars","Excellent book at a reasonable price!"
"119","20140822","","1","0","0","on August 22, 2014","A28SHHKHFZHY6C","One Star","The book it super tiny!"
"120","20140822","","5","0","0","on August 22, 2014","AKXEMCNNFRZ2S","Great for teething babies","A childhood favorite of mine! I love reading this to my daughter. The book is not too small, nor is the font. It's a small board book just as I expected, but I love that it's still the whole story. Super cute and fun, I definitely recommend it if you have a baby that still chews on everything."
"121","20140822","","5","0","0","on August 22, 2014","A2LLJRUKI90R11","Five Stars","not only does my son enjoy being read this book, he loves to try and eat it!"
"122","20140822","","5","0","0","on August 22, 2014","A3J9VJJ47RLUNJ","My all Time Favorite","My all<br />Time<br />Favorite"
"123","20140821","","5","0","0","on August 21, 2014","A10U13WC2A8GNH","A Favorite","Love Eric Carle and his works.  Something that is a keepsake forever and ever!  This is personally one of my favorites of his -- love the concept and storyline."
"124","20140821","","5","0","0","on August 21, 2014","A1RLS1YH9IN1U7","Five Stars","My ultimate favorite book for preschoolers."
"125","20140821","","5","0","0","on August 21, 2014","ALFSIJS0EUDPE","Five Stars","Wonderful book and gift!"
"126","20140820","","5","0","0","on August 20, 2014","A2SSRPEXXK6T2E","Five Stars","So cute."
"127","20140819","","5","0","0","on August 19, 2014","A3EE48AN7XXPI5","GREAT CHILDREN'S BOOK","This book is a keeper to be passed down."
"128","20140819","","5","0","0","on August 19, 2014","A2XZ7YL5W8803Q","Five Stars","Grandson loved it"
"129","20140818","","5","0","0","on August 18, 2014","A252PD67I59BX9","Five Stars","Book arrived in very usable condition"
"130","20140818","","5","0","0","on August 18, 2014","A269M0F3RXUF1J","Five Stars","Super Fast. New. Thanks"
"131","20140817","","5","0","0","on August 17, 2014","A3MA0KQ52EMA2S","Five Stars","Oops. Thought it was the full length book."
"132","20140817","","5","0","0","on August 17, 2014","A3IUZUHRUW7FGC","Great story","Very nice for little hands."
"133","20140817","","5","0","0","on August 17, 2014","A2EMYV3CGKAFA0","my daughter loves this book","my daughter loves this book"
"134","20140817","","5","0","0","on August 17, 2014","AWB8MTNI0LHYA","Five Stars","Great!"
"135","20140815","","5","0","0","on August 15, 2014","A1FWJ390HD8UK2","Such a charming sorry and fun interactive pages","A classic counting and days-of-the-week book. Such a charming sorry and fun interactive pages."
"136","20140815","","5","0","0","on August 15, 2014","A2DW6ODAAJURCU","Five Stars","My 3 year olds favorite"
"137","20140814","","5","0","0","on August 14, 2014","A39IIC91949Z5A","Classic! Book is as entertaining for a toddler as ...","Classic!  Book is as entertaining for a toddler as ever!"
"138","20140812","","5","0","0","on August 12, 2014","A1AARMR653JKX","Great book for kits","Great book for kits, pretty sturdy tho,  colors are vivid and it looks strong enough to hold the baby boy abuse, but only time will tell about that last part .."
"139","20140812","","5","0","0","on August 12, 2014","A3SGBS1DJHT00L","Great Gift","gave to my nephew for Christmas."
"140","20140810","","5","0","0","on August 10, 2014","A3GVD1H0FIBZZ1","Five Stars","Darling book ."
"141","20140810","","5","0","0","on August 10, 2014","A204NX83CTOVPN","I love this book","I love this book.  It is a perfect one for a very young or older child.  Even one as old as I... Thank you God bless Dora"
"142","20140809","","5","0","0","on August 9, 2014","A1IEWAYI6O3ODJ","Five Stars","My granddaughter loved the Hungry Caterpillar"
"143","20140809","","4","0","0","on August 9, 2014","A20WAMN1B8GAH","Popular Children's Book","Love this story; it's a popular children's book as well as other Eric Carle books.  Corner was slightly damaged even though it is new, but my new granddaughter won't notice.  Arrived promptly."
"144","20140809","","5","0","0","on August 9, 2014","A3924T4AOLDXI5","Five Stars","Item As Described works great...!"
"145","20140808","","4","0","0","on August 8, 2014","A1FZE0L8RE4AAY","Four Stars","A wonder small child new adventure for their library."
"146","20140808","","5","0","0","on August 8, 2014","AXFFMJB915A50","Five Stars","Cute little book."
"147","20140807","","5","0","0","on August 7, 2014","A6LM0FBDCA00H","Every child must have this Wonderful Book","I bought this book for my 9 month old duaghter and she loves it.As soon as it arrive we started to open pages and read the story and she get caught with vibrant color description pictures and the tiny hole she put her fingers to count on the numbers.This is a must have Book for every child.Love the color and the way it teaches about the weekdays,fruits and story."
"148","20140807","","2","0","0","on August 7, 2014","A3BU5JTADM22CF","Two Stars","too small - I thought it would be a normal sized book."
"149","20140807","","5","0","0","on August 7, 2014","A12RED314LKKP2","Five Stars","Classic!"
"150","20140807","","5","0","0","on August 7, 2014","A12LI6IMBJNXXM","Classic!","Love it.  Kids don't tire of it; neither do I! I appreciate the wonderful symbolism of the caterpillar's metamorphosis..."
"151","20140806","","5","0","0","on August 6, 2014","AEXA50TSRX98T","My fault for not reading description better though, not theirs","This is the tiny board book.  I'm sure it says that, but I thought it was the bigger paper book.  My fault for not reading description better though, not theirs."
"152","20140806","","5","0","0","on August 6, 2014","A20G6JE0H5M5H4","Five Stars","I am pleased with both the service and the product."
"153","20140805","","5","0","0","on August 5, 2014","A176DDYRL57YI5","Its a beautiful board book- child can learn numbers","My 2yr old  son loves it. Its a beautiful board book- child can learn numbers, colors, days of the week and fruits all in one little book,]Please read the dimensions before buying because paper back is much smaller size."
"154","20140805","","5","0","0","on August 5, 2014","AZZ2YZ6EH9T62","A classic!","I loved this book when I was a child! This is one of our son's favorite books! He loves to put his finger in the hole where the caterpillar ate through all the foods, its' really cute!"
"155","20140805","","5","0","0","on August 5, 2014","ASX9SJH3ET8J0","Just like the large size book.","This miniature book is exactly like the regular size book.  This size makes it easy for small hands to hold it and turn pages.<br />Pictures are so bright and beautiful."
"156","20140805","","5","0","0","on August 5, 2014","ARZ8J4NMQ0US5","Five Stars","Very cute book."
"157","20140804","","5","0","0","on August 4, 2014","A31XU30336QM3Y","Love this book easy to carry and children like it","Love this book easy to carry and children like it.  Goes great with my spring unit for caterpillars and butterflies."
"158","20140804","","4","0","0","on August 4, 2014","A1M0JNU0Q6XL6Z","Four Stars","A well-liked book (6-12 mo)"
"159","20140804","","5","0","0","on August 4, 2014","A1BR195BEOTM3N","Five Stars","Classic and also informative about life cycle of a caterpillar."
"160","20140804","","5","0","0","on August 4, 2014","A3NAQ0L5FV5BC1","Great read for children","One of my favorite childhood books"
"161","20140803","","3","0","0","on August 3, 2014","A2LCO03MYNV6DF","Three Stars","too small to really enjoy."
"162","20140802","","4","0","0","on August 2, 2014","A3AJEXNB9JQ7FP","Classic","A little smaller than expected, but great addition to my childs library."
"163","20140801","","5","0","0","on August 1, 2014","A3R5WBDPVG7433","Five Stars","Very pleased with purchase."
